-0.124153438,-0.139123579,0.192518531,0.204976452,0.197277126,0.214803703,0.255774289,0.254453337,-0.235892611,-0.201026562,0
-0.151041311,-0.152104975,0.23523899,0.151005968,0.203899569,0.185894577,0.245610869,0.254515227,-0.235892611,-0.2289781,0
-0.151041311,-0.119260006,0.250277788,0.185112879,0.193642587,0.208690875,0.254829419,0.220489853,-0.235892611,-0.201026562,0
-0.131873925,-0.142929707,0.235254752,0.209158723,0.193642587,0.207155299,0.254133456,0.243039588,-0.235892611,-0.201026562,0
-0.131873925,-0.124153438,0.200239019,0.189297277,0.192250993,0.219829836,0.254178549,0.253603609,-0.218459587,-0.218459587,0
-0.159825463,-0.157419958,0.198903058,0.192776611,0.203963604,0.201719755,0.255774289,0.244606599,-0.246411125,-0.247279607,0
-0.165485893,-0.142929707,0.223321258,0.207416866,0.175621312,0.220677664,0.264962483,0.264990039,-0.244821901,-0.218459587,0
-0.109628388,-0.14527424,0.175481261,0.212303373,0.203389954,0.197277126,0.265835886,0.254422137,-0.235892611,-0.201026562,0
-0.136370865,-0.157600152,0.239751692,0.204976452,0.205414431,0.186705923,0.254989894,0.253703881,-0.23693616,-0.199983013,0
-0.154485995,-0.146393742,0.256770497,0.174117208,0.215264264,0.20757813,0.251851302,0.239403115,-0.218459587,-0.218459587,0
-0.171749727,-0.139123579,0.227127386,0.186499878,0.221545304,0.197940162,0.243076105,0.252916898,-0.247279607,-0.218459587,0
-0.143478695,-0.142929707,0.162034974,0.227871501,0.225638872,0.19000255,0.265062314,0.255085173,-0.247279607,-0.218459587,0
-0.168227392,-0.142929707,0.153397925,0.26023083,0.22749574,0.189675512,0.265835886,0.232927989,-0.171395956,-0.265523218,0
-0.177889374,-0.125818848,0.102672163,0.259884655,0.235851551,0.204431271,0.265835886,0.187195416,-0.144411965,-0.260725904,0
-0.2220549,-0.189184829,0.10915043,0.236778301,0.234324321,0.174127563,0.253509974,0.201932819,-0.184916292,-0.28273193,0
-0.185638504,-0.144353771,0.069346126,0.222881416,0.224788349,0.196596719,0.241223338,0.230213164,-0.168404665,-0.262642608,0
